GEOID,var,est,moe,type,description,source
13059140600,Ind_edhlth_p,35.86,8.33,pct,"Percent Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_finan_p,1.58,1.3,pct,"Percent Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_info_p,0.47,0.63,pct,Percent Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_manf_p,8.29,3.12,pct,Percent Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_other_p,3.95,2.01,pct,Percent Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_prof_p,7.19,2.96,pct,"Percent Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_pubad_p,2.73,1.54,pct,Percent Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_retail_p,14.85,6.71,pct,Percent Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_trans_p,6.83,3.36,pct,"Percent Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059140600,Ind_whlsl_p,1.15,0.99,pct,Percent Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Inet_any_p,90.26,11.15,pct,Percent Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Inet_broad_p,80.08,10.91,pct,Percent Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Pov_Ov65_p,13.95,2.5,pct,Percent Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Pov_Und18_p,19.06,5.07,pct,Percent Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rce_AI_p,0,0.4,pct,Percent American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rce_AsnNH_p,3.05,2.62,pct,Percent Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rce_BlkNH_p,31.41,8.64,pct,Percent Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rce_Hisp_p,8.05,3.94,pct,Percent Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rce_HPI_p,0,0.4,pct,Percent Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rce_OthNH_p,0.02,0.04,pct,Percent Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rce_WhtNH_p,55.41,10.42,pct,Percent White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Rent30_p,30.39,13.67,pct,Percent Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Sch_grad_p,5.88,2.47,pct,Percent Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Sch_Kpre_p,1.73,1.31,pct,Percent Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Sch_ugrad_p,3.33,1.47,pct,Percent Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Trn_car_p,81.73,12.32,pct,"Percent Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059140600,Trn_carpool_p,11.56,4.58,pct,Percent Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Trn_home_p,3.09,2.13,pct,Percent Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Trn_noveh_p,1.45,1.57,pct,Percent Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Trn_pub_p,0.52,0.76,pct,Percent Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059140600,Trn_taxi_p,0.4,0.64,pct,"Percent Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059140600,Trn_walk_p,2.69,2.25,pct,Percent Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Age05_p,3.3,1.85,pct,Percent Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Age18_24_p,15.93,7.66,pct,Percent Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Age18_64_p,61.5,11.15,pct,Percent Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059150300,AgeO65_p,25.23,6.24,pct,Percent Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059150300,AgeU18_p,13.27,4.54,pct,Percent Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ed_ba_p,25.87,8.57,pct,Percent Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ed_hsgrad_p,16.9,6.67,pct,Percent Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ed_lesshs_p,3.45,2.46,pct,Percent Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ed_ma_p,20,10.28,pct,Percent Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ed_prof_doc_p,13.41,4.09,pct,Percent Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ed_somecol_p,20.36,6.79,pct,Percent Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Empl_labor_p,84.53,20.74,pct,Percent Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Empl_unemp_p,5.17,3.84,pct,Percent Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059150300,HInsur_FBNat_p,2.82,2.18,pct,Percent Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059150300,HInsur_FBNC_p,4.79,5.63,pct,Percent Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059150300,HInsur_Nat_p,84.1,12.27,pct,Percent Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059150300,HousOwn_p,54.44,9.73,pct,Percent Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150300,HousRent_p,45.56,11.83,pct,Percent Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc_10K_p,7.37,4.93,pct,"Percent Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc_200K_p,6.4,3.4,pct,"Percent Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc100K_149K_p,15.98,7.82,pct,"Percent Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc10K_24K_p,23.4,10.48,pct,"Percent Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc150K_199K_p,10.82,6.23,pct,"Percent Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc25K_49K_p,19.66,7.99,pct,"Percent Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc50K_74K_p,11.1,7.76,pct,"Percent Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059150300,Inc75K_99K_p,5.27,3.12,pct,"Percent Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_ag_p,2.18,3.53,pct,"Percent Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_arts_p,7.77,7.06,pct,"Percent Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_const_p,0.47,0.77,pct,Percent Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_edhlth_p,38.96,16.66,pct,"Percent Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_finan_p,7.12,4.65,pct,"Percent Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_info_p,0.41,0.65,pct,Percent Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_manf_p,2.71,3.53,pct,Percent Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_other_p,4.41,4.24,pct,Percent Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_prof_p,8.89,4.94,pct,"Percent Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_pubad_p,7.36,7.47,pct,Percent Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_retail_p,11.83,5.59,pct,Percent Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_trans_p,7.3,5.94,pct,"Percent Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059150300,Ind_whlsl_p,0.59,0.94,pct,Percent Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Inet_any_p,89.46,14.16,pct,Percent Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Inet_broad_p,75.75,12.58,pct,Percent Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Pov_Ov65_p,25.23,6.18,pct,Percent Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Pov_Und18_p,13.27,4.42,pct,Percent Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rce_AI_p,0,0.42,pct,Percent American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rce_AsnNH_p,1.67,1.58,pct,Percent Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rce_BlkNH_p,33.87,9.72,pct,Percent Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rce_Hisp_p,1.97,1.51,pct,Percent Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rce_HPI_p,0,0.42,pct,Percent Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rce_OthNH_p,0,0.42,pct,Percent Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rce_WhtNH_p,59.5,9.63,pct,Percent White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Rent30_p,51.04,23.09,pct,Percent Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Sch_grad_p,14.52,8.35,pct,Percent Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Sch_Kpre_p,1.51,1.23,pct,Percent Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Sch_ugrad_p,7.34,5.06,pct,Percent Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Trn_car_p,79.17,20.83,pct,"Percent Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059150300,Trn_carpool_p,2.95,2.89,pct,Percent Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Trn_home_p,16.76,8.61,pct,Percent Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Trn_noveh_p,0.94,1.42,pct,Percent Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Trn_pub_p,1.12,1.24,pct,Percent Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150300,Trn_taxi_p,0,0.83,pct,"Percent Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150300,Trn_walk_p,0,0.83,pct,Percent Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Age05_p,1.65,1.11,pct,Percent Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Age18_24_p,74.93,15.74,pct,Percent Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Age18_64_p,95.28,15.19,pct,Percent Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059150400,AgeO65_p,1.62,1.28,pct,Percent Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059150400,AgeU18_p,3.1,1.7,pct,Percent Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ed_ba_p,28.05,11.28,pct,Percent Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ed_hsgrad_p,3.21,3.21,pct,Percent Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ed_lesshs_p,2.69,3.11,pct,Percent Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ed_ma_p,21.64,9.01,pct,Percent Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ed_prof_doc_p,22.46,10.35,pct,Percent Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ed_somecol_p,21.95,8.8,pct,Percent Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Empl_labor_p,68.38,10.83,pct,Percent Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Empl_unemp_p,2.03,1.45,pct,Percent Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059150400,HInsur_FBNat_p,2.37,1.82,pct,Percent Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059150400,HInsur_FBNC_p,8.14,3.17,pct,Percent Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059150400,HInsur_Nat_p,79.75,14.39,pct,Percent Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059150400,HousOwn_p,7.77,2.69,pct,Percent Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150400,HousRent_p,92.23,14.77,pct,Percent Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc_10K_p,21.5,7.51,pct,"Percent Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc_200K_p,0.83,1.24,pct,"Percent Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc100K_149K_p,2.76,3.03,pct,"Percent Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc10K_24K_p,24.74,9.3,pct,"Percent Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc150K_199K_p,0.76,1.1,pct,"Percent Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc25K_49K_p,30.88,11.44,pct,"Percent Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc50K_74K_p,12.27,5.03,pct,"Percent Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059150400,Inc75K_99K_p,6.27,3.93,pct,"Percent Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_ag_p,0,0.53,pct,"Percent Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_arts_p,22.7,7,pct,"Percent Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_const_p,2.7,2.21,pct,Percent Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_edhlth_p,36.27,7.19,pct,"Percent Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_finan_p,5.97,4.9,pct,"Percent Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_info_p,1.14,1.06,pct,Percent Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_manf_p,1.67,1.41,pct,Percent Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_other_p,6.16,3.42,pct,Percent Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_prof_p,9.28,4.45,pct,"Percent Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_pubad_p,0.99,1.22,pct,Percent Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_retail_p,10.87,4.83,pct,Percent Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_trans_p,1.48,1.25,pct,"Percent Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059150400,Ind_whlsl_p,0.76,1.18,pct,Percent Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Inet_any_p,88.56,11.37,pct,Percent Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Inet_broad_p,76.29,11.51,pct,Percent Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Pov_Ov65_p,1.62,0.97,pct,Percent Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Pov_Und18_p,3.1,1.53,pct,Percent Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rce_AI_p,0.22,0.39,pct,Percent American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rce_AsnNH_p,10.15,4.12,pct,Percent Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rce_BlkNH_p,9.3,4.82,pct,Percent Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rce_Hisp_p,3.54,1.72,pct,Percent Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rce_HPI_p,0,0.34,pct,Percent Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rce_OthNH_p,2.11,3.34,pct,Percent Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rce_WhtNH_p,73.41,13.78,pct,Percent White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Rent30_p,65.75,12.39,pct,Percent Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Sch_grad_p,15.54,4.58,pct,Percent Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Sch_Kpre_p,0.59,0.56,pct,Percent Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Sch_ugrad_p,55.8,13.36,pct,Percent Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Trn_car_p,80.39,15.63,pct,"Percent Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059150400,Trn_carpool_p,4.39,3.3,pct,Percent Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Trn_home_p,6.2,3.06,pct,Percent Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Trn_noveh_p,2.7,3.91,pct,Percent Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Trn_pub_p,6.97,4.11,pct,Percent Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150400,Trn_taxi_p,0.81,0.89,pct,"Percent Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150400,Trn_walk_p,1.25,1.21,pct,Percent Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Age05_p,6.56,6.37,pct,Percent Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Age18_24_p,35.93,10.52,pct,Percent Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Age18_64_p,73.75,12.77,pct,Percent Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059150500,AgeO65_p,5.86,2.53,pct,Percent Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059150500,AgeU18_p,20.38,9.03,pct,Percent Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ed_ba_p,31.97,8.8,pct,Percent Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ed_hsgrad_p,13.45,11.05,pct,Percent Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ed_lesshs_p,8.43,10.59,pct,Percent Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ed_ma_p,15.66,6.08,pct,Percent Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ed_prof_doc_p,6.26,4.61,pct,Percent Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ed_somecol_p,24.23,11.15,pct,Percent Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Empl_labor_p,57.71,11.33,pct,Percent Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Empl_unemp_p,2.99,2.41,pct,Percent Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059150500,HInsur_FBNat_p,2.06,1.88,pct,Percent Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059150500,HInsur_FBNC_p,9.15,5.98,pct,Percent Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059150500,HInsur_Nat_p,82.52,15.69,pct,Percent Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059150500,HousOwn_p,15.77,5.82,pct,Percent Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150500,HousRent_p,84.23,19.96,pct,Percent Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc_10K_p,18.62,7.35,pct,"Percent Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc_200K_p,0,0.74,pct,"Percent Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc100K_149K_p,4.81,2.86,pct,"Percent Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc10K_24K_p,26.67,7.72,pct,"Percent Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc150K_199K_p,0.79,1.06,pct,"Percent Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc25K_49K_p,27.88,13.65,pct,"Percent Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc50K_74K_p,10.58,5.61,pct,"Percent Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059150500,Inc75K_99K_p,10.63,4.55,pct,"Percent Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_ag_p,3.73,3.43,pct,"Percent Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_arts_p,9.51,5.89,pct,"Percent Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_const_p,7.45,4.32,pct,Percent Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_edhlth_p,41.1,10.3,pct,"Percent Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_finan_p,1.13,2.26,pct,"Percent Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_info_p,2.26,2.31,pct,Percent Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_manf_p,5.98,3.97,pct,Percent Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_other_p,1.96,4.07,pct,Percent Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_prof_p,7.99,7.85,pct,"Percent Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_pubad_p,3.09,3.14,pct,Percent Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_retail_p,10,4.61,pct,Percent Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_trans_p,2.45,3.14,pct,"Percent Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059150500,Ind_whlsl_p,3.33,2.89,pct,Percent Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Inet_any_p,88.41,15.19,pct,Percent Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Inet_broad_p,83.86,15.13,pct,Percent Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Pov_Ov65_p,5.86,1.86,pct,Percent Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Pov_Und18_p,20.38,12.44,pct,Percent Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rce_AI_p,0,0.29,pct,Percent American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rce_AsnNH_p,11.62,7.19,pct,Percent Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rce_BlkNH_p,23.94,17.5,pct,Percent Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rce_Hisp_p,6.15,3.74,pct,Percent Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rce_HPI_p,0,0.29,pct,Percent Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rce_OthNH_p,0,0.29,pct,Percent Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rce_WhtNH_p,55.88,8.66,pct,Percent White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Rent30_p,52.06,12.83,pct,Percent Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Sch_grad_p,7.91,3.23,pct,Percent Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Sch_Kpre_p,0.57,0.66,pct,Percent Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Sch_ugrad_p,30.54,10.25,pct,Percent Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Trn_car_p,88.5,19.42,pct,"Percent Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059150500,Trn_carpool_p,2.2,2.3,pct,Percent Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Trn_home_p,2.5,2.35,pct,Percent Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Trn_noveh_p,3.17,3.32,pct,Percent Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Trn_pub_p,3.93,3.58,pct,Percent Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150500,Trn_taxi_p,2.86,4.39,pct,"Percent Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150500,Trn_walk_p,0,0.72,pct,Percent Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150600,Age05_p,4.07,2.54,pct,Percent Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150600,Age18_24_p,29.75,6.34,pct,Percent Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150600,Age18_64_p,81.42,11.43,pct,Percent Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
