Customer #,Full Name,DBA Name,Full Primary Address,Full Mailing Address,Work Phone #,NAICS Description
125828,AUTOMATED BILLING INC,AUTOMATED BILLING INC,320 E CLAYTON ST STE 443 ATHENS  GA 30601,PO BOX 330 WATKINSVILLE  GA 30677,(706) 310-0252,OTHER BUSINESS SUPPORT SERVICE
78692,BARBARA BACON,PRIMETIME PUBLICITY CONSULTANT,132 ROBINS NEST ATHENS  GA 30606,132 ROBINS NEST ATHENS  GA 30606,(706) 552-3278,OTHER BUSINESS SUPPORT SERVICE
79279,COMMUNITY WATER MANAGEMENT LLC,COMMUNITY WATER MANAGEMENT LLC,1045 S MILLEDGE AVE STE 101 ATHENS  GA 30605-1385,1045 S MILLEDGE AVE STE 101 ATHENS  GA 30605-1385,(706) 354-0504,OTHER BUSINESS SUPPORT SERVICE
78512,CON PAC SOUTH INC,CON PAC SOUTH INC,130 LYONS RD ATHENS  GA 30605,PO BOX 80805 ATHENS  GA 30608,(706) 548-5010,OTHER BUSINESS SUPPORT SERVICE
78685,DUSOUL COMPANY INC,TECHNICAL SERVICES AUDIO VISUAL,775  BARBER ST ATHENS  GA 30601,775  BARBER ST ATHENS  GA 30601,(706) 613-8759,OTHER BUSINESS SUPPORT SERVICE
79199,JAMES R FLANIGAN,FLANIGAN'S COUNSELING,700 SUNSET DR BLDG 200 STE 202 ATHENS  GA 30606,700 SUNSET DR BLDG 200 STE 202 ATHENS  GA 30606,(706) 548-8846,OTHER BUSINESS SUPPORT SERVICE
78972,KISSANE JOHN A,HISTORIC PRESERVATION CONS,526 HIGHLAND AVE ATHENS  GA 30606-4318,526 HIGHLAND AVE ATHENS  GA 30606-4318,(706) 613-7307,OTHER BUSINESS SUPPORT SERVICE
130522,PLEBIAN LLC,PLEBIAN LLC,585 BARBER ST STE G ATHENS  GA 30601-2390,585 BARBER ST STE G ATHENS  GA 30601-2390,(404) 247-0512,OTHER BUSINESS SUPPORT SERVICE
78498,PMA INC,PHILIP MORRIS AND ASSOCIATES,1195 OLYMPIC DR ATHENS  GA 30601,1195 OLYMPIC DR ATHENS  GA 30601,(706) 549-1439,OTHER BUSINESS SUPPORT SERVICE
78995,SPEEDY REPORTING INC,SPEEDY REPORTING INC,110 KARA DR ATHENS  GA 30606,110 KARA DR ATHENS  GA 30606,(706) 353-2049,OTHER BUSINESS SUPPORT SERVICE
77941,STEVE RUECHEL,S R HOME PLAN SERV,185 N ARCADIA DR BOGART  GA 30622,185 N ARCADIA DR BOGART  GA 30622,(770) 725-7825,OTHER BUSINESS SUPPORT SERVICE
78847,THE DESIGN FIRM,THE DESIGN FIRM,325 CLEVELAND RD BOGART  GA 30622-1766,325 CLEVELAND RD BOGART  GA 30622-1766,(706) 548-1588,OTHER BUSINESS SUPPORT SERVICE
79328,TRI GLOBAL TECHNOLOGIES LLC,TRI GLOBAL TECHNOLOGIES,3724 ATLANTA HWY STE 3 ATHENS  GA 30606-1863,3724 ATLANTA HWY STE 3 ATHENS  GA 30606-1863,(706) 549-0869,OTHER BUSINESS SUPPORT SERVICE
77689,TRS LABS INC,TRS LABS INC,215 PARADISE BLVD ATHENS  GA 30607,PO BOX 5112 ATHENS  GA 30604,(706) 548-7755,OTHER BUSINESS SUPPORT SERVICE
78116,AIRGAS USA LLC,AIRGAS USA LLC,1955 COMMERCE BLVD ATHENS  GA 30607,PO BOX 9219 MARIETTA  GA 30065,(706) 635-1338,OTHER CHEMICAL & ALLIED PRODUC
122704,BEALL'S OUTLET STORES INC,BEALL'S OUTLET STORE #474,3652 ATLANTA HWY STE 3652 ATHENS  GA 30606-6979,PO BOX 25207 BRADENTON  FL 34206,(941) 747-2355,OTHER CLOTHING STORES
133450,CHAVONNE'S,CHAVONNE'S,1860 BARNETT SHOALS RD STE 103-511 ATHENS  GA 30605,1860 BARNETT SHOALS RD STE 103-511 ATHENS  GA 30605,(706) 380-1285,OTHER CLOTHING STORES
75434,DBD TOGETHER INC,PLATOS CLOSET,3725 ATLANTA HWY ATHENS  GA 30606,1261 OLD MILL DR WATKINSVILLE  GA 30677,(706) 369-0920,OTHER CLOTHING STORES
130609,DUKES CLOTHING LLC,DUKES CLOTHING LLC,225 W CLAYTON ST ATHENS  GA 30601,914 QUEEN CITY AVE TUSCALOOSA  AL 35401,(205) 344-0756,OTHER CLOTHING STORES
120202,DYANA'S GIFTS & DECORATIONS,DYANA'S GIFTS & DECORATIONS,401 NORTH AVE STE 4 ATHENS  GA 30601-2256,401 NORTH AVE STE 4 ATHENS  GA 30601-2256,(706) 546-6908,OTHER CLOTHING STORES
132061,EMACITY BOUTIQUE LLC,EMACITY BOUTIQUE LLC,1540 S LUMPKIN ST SUITE 2 ATHENS  GA 30605,1270 LENRU RD BOGART  GA 30622,(706) 340-6698,OTHER CLOTHING STORES
131812,FASHION MINIS BOUTIQUE,FASHION MINIS BOUTIQUE,2500 W BROAD ST STE 110 ATHENS  GA 30606,2500 W BROAD ST STE 110 ATHENS  GA 30606,(706) 614-8977,OTHER CLOTHING STORES
121332,H F D NO 55 INC,J CREW FACTORY,169 W CLAYTON ST ATHENS  GA 30601,225 LIBERTY ST 17TH FLOOR NEW YORK  NY 10281,(212) 209-2782,OTHER CLOTHING STORES
123574,HIGH COUNTRY INC,HIGH COUNTRY INC,238 E CLAYTON ST ATHENS  GA 30601,3906 ROSWELL RD ATLANTA  GA 30342,(404) 483-0526,OTHER CLOTHING STORES
77155,KUM'S FASHIONS I INC,KUM'S FASHIONS I INC,115 E CLAYTON ST ATHENS  GA 30601-2702,115 E CLAYTON ST ATHENS  GA 30601-2702,(706) 546-6945,OTHER CLOTHING STORES
132018,LIVIN STYLEZ BOUTIQUE LLC,LIVIN STYLEZ BOUTIQUE LLC,203 LINDA AVE ATHENS  GA 30601,1010 BROOKSHIRE CT BOGART  GA 30622,(770) 688-6862,OTHER CLOTHING STORES
97853,PUSHPA DISCOUNT STORE INC,AUTHENTIKS,3700 ATLANTA HWY SUITE 50 ATHENS  GA 30606,749 ALBRIGHT RD ROCK HILL  SC 29730,(706) 549-0771,OTHER CLOTHING STORES
133516,RIDRESSEDU LLC,RIDRESSEDU LLC,155 TIMOTHY CT ATHENS  GA 30606-3236,155 TIMOTHY CT ATHENS  GA 30606-3236,(706) 424-0976,OTHER CLOTHING STORES
132657,RODNEY'S CLOTHING,RODNEY'S CLOTHING,170 BURKLAND DR ATHENS  GA 30601,170 BURKLAND DR ATHENS  GA 30601,(706) 351-1773,OTHER CLOTHING STORES
128535,STATE THE LABEL LLC,STATE THE LABEL LLC,585 BARBER ST SUITE E ATHENS  GA 30601,585 BARBER ST SUITE E ATHENS  GA 30601,(206) 653-4000,OTHER CLOTHING STORES
132997,T & T DEALS,T & T DEALS,645 DANIELSVILLE RD SUITE F ATHENS  GA 30601,113 MARIO CIR ATHENS  GA 30606,(706) 286-0575,OTHER CLOTHING STORES
77285,THE WAVELAND CORPORATION,UNIFORMS UNLIMITED,850 PRINCE AVE ATHENS  GA 30606-2724,850 PRINCE AVE ATHENS  GA 30606-2724,(706) 546-1829,OTHER CLOTHING STORES
118859,CARTERS FOOD SERVICE EQUIP & AUCTION CO INC,CARTERS FOOD SERVICE EQUIPMENT,1145 NORTH CHASE ST ATHENS  GA 30601,PO BOX 476 COMMERCE  GA 30529,(706) 340-5975,OTHER COMMERCIAL & INDUST EQUI
78990,UNITED RENTALS NORTH AMERICA INC,UNITED RENTALS NORTH AMERICA INC,1460 N CHASE ST ATHENS  GA 30601,140 GRAND ST SUITE 300 WHITE PLAINS  NY 10601,(706) 354-0101,OTHER COMMERCIAL & INDUST EQUI
133432,SINGER NL LLC,SINGER T & L,501 DW BROOKS DR ATHENS  GA 30602,933 ROBESON ST FAYETTEVILLE  NC 28305,(910) 484-1128,OTHER COMMERCIAL EQUIPMENT WHO
129536,ARIES RENTALS,ARIES RENTALS,258 ACADIA DR ATHENS  GA 30607,258 ACADIA DR ATHENS  GA 30607,(706) 258-1544,OTHER CONSUMER GOODS RENTAL
121448,IMPACT RTO GEORGIA LLC,IMPACT RTO GEORGIA LLC,2177 W BROAD ST ATHENS  GA 30606,1051 S FALKENBURG RD TAMPA  FL 33619,(706) 549-0341,OTHER CONSUMER GOODS RENTAL
79035,PLAYTIME UNLIMITED INC,PLAYTIME UNLIMITED,160 HICKORY POINTE DR ATHENS  GA 30605,160 HICKORY POINTE DR ATHENS  GA 30605,(706) 549-7076,OTHER CONSUMER GOODS RENTAL
78084,VHI INC,GRAND RENTAL STATION,3765 ATLANTA HWY ATHENS  GA 30606,3765 ATLANTA HWY ATHENS  GA 30606,(706) 613-7368,OTHER CONSUMER GOODS RENTAL
133300,YANCEY BROS CO,YANCEY RENTS,50 TRADE ST BOGART  GA 30622,330 LEE INDUSTRIAL BLVD AUSTELL  GA 30168,(770) 819-5279,OTHER CONSUMER GOODS RENTAL
125978,AERO CARE HOME MEDICAL INC,AERO CARE HOME MEDICAL INC,"105 WHITEHEAD RD 7B, 8B ATHENS  GA 30606",3325 BARTLETT BLVD ORLANDO  FL 32811,(407) 792-0055,OTHER DIRECT SELLING ESTABLISH
128182,ALUMNI COOKIE DOUGH LLC,ALUMNI COOKIE DOUGH LLC,480 N THOMAS ST ATHENS  GA 30601-2629,480 N THOMAS ST ATHENS  GA 30601-2629,(706) 254-9171,OTHER DIRECT SELLING ESTABLISH
108461,AMERICAN HOME SALES AND LEASE,AMERICAN HOME SALES AND LEASE,2980 LEXINGTON RD ATHENS  GA 30605,11545 PARK WOODS CIR STE B ALPHARETTA  GA 30005,(770) 752-1911,OTHER DIRECT SELLING ESTABLISH
79273,ANDREE'S ESSENTIAL SOAPS,ANDREE'S ESSENTIAL SOAPS,688 S MILLEDGE AVE ATHENS  GA 30605,688 S MILLEDGE AVE ATHENS  GA 30605,(706) 354-1533,OTHER DIRECT SELLING ESTABLISH
128541,ANTON PAAR USA INC,ANTON PAAR USA INC,0  ATHENS CLARKE CO ADDRESS ATHENS  GA 30601,10215 TIMBER RIDGE DR ASHLAND  VA 23005,(804) 550-1051,OTHER DIRECT SELLING ESTABLISH
132058,APEX OMNISOURCE LLC,APEX OMNISOURCE,1135 CEDAR SHOALS DR SUITE C-2 ATHENS  GA 30605,1135 CEDAR SHOALS DR SUITE C-2 ATHENS  GA 30605,(701) 509-5923,OTHER DIRECT SELLING ESTABLISH
124896,ATHENS FAIRGROUND & FLEA MARKET,ATHENS FAIRGROUND & FLEA MARKET,1001 DUNLAP RD WINTERVILLE  GA 30683,1001 DUNLAP RD WINTERVILLE  GA 30683,(347) 535-7824,OTHER DIRECT SELLING ESTABLISH
78652,ATHENS PINS AND APPAREL,ATHENS PINS AND APPAREL,365 CRESTWOOD DR ATHENS  GA 30605-3913,365 CRESTWOOD DR ATHENS  GA 30605-3913,(706) 613-0224,OTHER DIRECT SELLING ESTABLISH
79813,BALI FLOWERS,BALI FLOWERS,450 MILLEDGE CIR ATHENS  GA 30606-4336,450 MILLEDGE CIR ATHENS  GA 30606-4336,(706) 549-7693,OTHER DIRECT SELLING ESTABLISH
79007,BETH BLANTON ENTERPRISES,BETH BLANTON ENTERPRISES,106 LUCY LN ATHENS  GA 30606,106 LUCY LN ATHENS  GA 30606,(706) 546-0736,OTHER DIRECT SELLING ESTABLISH
131712,BOSS BEAUTY WIGS,BOSS BEAUTY WIGS,212  RHODES  DR ATHENS  GA 30606,212  RHODES  DR ATHENS  GA 30606,(706) 248-8828,OTHER DIRECT SELLING ESTABLISH
77793,CELEBRITY PRODUCTS AND GIFTS,CELEBRITY PRODUCTS AND GIFTS,290 LENOX RD ATHENS  GA 30606-3128,290 LENOX RD ATHENS  GA 30606-3128,(706) 543-9461,OTHER DIRECT SELLING ESTABLISH
132569,CLASSIC CITY BAGS,CLASSIC CITY BAGS,1258 TOWNE SQUARE CT ATHENS  GA 30607,1258 TOWNE SQUARE CT ATHENS  GA 30607,(912) 580-9811,OTHER DIRECT SELLING ESTABLISH
78788,CLEAR WATER FILTRATION SYSTEMS,CLEAR WATER FILTRATION SYSTEMS,235 HANOVER DR BOGART  GA 30622,235 HANOVER DR BOGART  GA 30622,(706) 207-4398,OTHER DIRECT SELLING ESTABLISH
124816,CUSTOM HEALTHCARE LLC,PHOENIX REHAB & MOBILITY,1101 OLD CREEK RD STE A1 ATHENS  GA 30607-1090,3700 BRAINERD RD CHATTANOOGA  TN 37411,(423) 697-0057,OTHER DIRECT SELLING ESTABLISH
128699,DOUBLE X TRANSPORT LLC,DOUBLE X TRANSPORT LLC,225 COLLINS INDUSTRIAL BLVD ATHENS  GA 30601,225 COLLINS INDUSTRIAL BLVD ATHENS  GA 30601,(706) 988-0384,OTHER DIRECT SELLING ESTABLISH
74669,ELLIOTT AND FITZPATRICK INC,ELLIOTT AND FITZPATRICK INC,1135 CEDAR SHOALS DR BLDG 5 ATHENS  GA 30605,1135 CEDAR SHOALS DR BLDG 5 ATHENS  GA 30605,(706) 548-8161,OTHER DIRECT SELLING ESTABLISH
123771,FRED NASH,FRED NASH,148 GRETCHEN LN WINTERVILLE  GA 30683,148 GRETCHEN LN WINTERVILLE  GA 30683,(404) 747-5534,OTHER DIRECT SELLING ESTABLISH
133083,GEORGIA PALLET RACK LLC,GEORGIA PALLET RACK LLC,3500 JEFFERSON RD UNIT B ATHENS  GA 30607,4035 JEWEL RDG MONROE  GA 30655,(678) 994-9129,OTHER DIRECT SELLING ESTABLISH
124380,HEARTSONG HERBS LLC,HEARTSONG HERBS LLC,477 RUTH ST ATHENS  GA 30601-2101,477 RUTH ST ATHENS  GA 30601-2101,(706) 254-4346,OTHER DIRECT SELLING ESTABLISH
120851,JIM NORTON JEWELRY,JIM NORTON JEWELRY,235 W RUTHERFORD ST ATHENS  GA 30605,235 W RUTHERFORD ST ATHENS  GA 30605,(706) 338-3068,OTHER DIRECT SELLING ESTABLISH
79242,JOHNNY B CARTER JR,CARTERS DISTRIBUTING CO,155  OAK MEADOW DR ATHENS  GA 30605,155  OAK MEADOW DR ATHENS  GA 30605,(706) 369-9714,OTHER DIRECT SELLING ESTABLISH
79364,JONES DAVID ALAN,JONES DAVID ALAN,120 WEDGEWOOD CT BOGART  GA 30622-1758,120 WEDGEWOOD CT BOGART  GA 30622-1758,(706) 353-8279,OTHER DIRECT SELLING ESTABLISH
75391,LITTLE CLOUD LLC,LITTLE CLOUD LLC,957  DR MARTIN LUTHER KING PKW ATHENS  GA 30601,PO BOX 385 ATHENS  GA 30603,(706) 850-0491,OTHER DIRECT SELLING ESTABLISH
131555,LTG PROJECTS LLC,LTG PROJECTS LLC,149 ONETA ST STE 6A 2-B ATHENS  GA 30601,149 ONETA ST STE 6A 2-B ATHENS  GA 30601,(205) 281-0890,OTHER DIRECT SELLING ESTABLISH
133835,LUZ'S LOVELY DESIGNS LLC,LUZ'S LOVELY DESIGNS LLC,2390 DANIELSVILLE RD ATHENS  GA 30601-4036,2390 DANIELSVILLE RD ATHENS  GA 30601-4036,(706) 308-5660,OTHER DIRECT SELLING ESTABLISH
129803,METACEL PHARMACEUTICALS LLC,METACEL PHARMACEUTICALS LLC,244 E WASHINGTON ST SUITE 203 ATHENS  GA 30601,244 E WASHINGTON ST SUITE 203 ATHENS  GA 30601,(762) 847-0420,OTHER DIRECT SELLING ESTABLISH
129492,MVN ENTERPRISES LLC,MVN ENTERPRISES LLC,160 LAUREL DR ATHENS  GA 30606-1641,160 LAUREL DR ATHENS  GA 30606-1641,(706) 201-9064,OTHER DIRECT SELLING ESTABLISH
102564,ONWARD RESERVE ATHENS LLC,ONWARD RESERVE ATHENS LLC,146 E CLAYTON ST ATHENS  GA 30601,116 BENNETT ST ATLANTA  GA 30309,(706) 618-0751,OTHER DIRECT SELLING ESTABLISH
79220,PAMELA ADKINS-RAMEY,APPLES AND SPICE HOMEMADE HERBALS & FINE ART,140  CHALICE  CT ATHENS  GA 30606,140  CHALICE  CT ATHENS  GA 30606,(706) 614-0268,OTHER DIRECT SELLING ESTABLISH
79816,PELOQUINS,PELOQUINS,500  HARVE MATHIS RD ATHENS  GA 30601,500  HARVE MATHIS RD ATHENS  GA 30601,(706) 613-5339,OTHER DIRECT SELLING ESTABLISH
74869,PROMOTIONAL MARKETING SERV INC,PROMOTIONAL MARKETING SERV INC,1020 NOWHERE RD. ATHENS  GA 30601,196 ALPS RD STE 2 PMB 309 ATHENS  GA 30606-4098,(706) 546-6287,OTHER DIRECT SELLING ESTABLISH
78462,PULLIAM ENTERPRISES CO,PULLIAM ENTERPRISES CO,348 KNOTTINGHAM DR ATHENS  GA 30606-2110,PO BOX 454 ATHENS  GA 30603,(706) 543-7993,OTHER DIRECT SELLING ESTABLISH
94911,ROYAL CUP INC,ROYAL CUP INC,4125 ATLANTA HWY B BOGART  GA 30622,PO BOX 170971 BIRMINGHAM  AL 35217,(205) 271-6042,OTHER DIRECT SELLING ESTABLISH
77235,ROYAL JEWELS,ROYAL JEWELS,325 PINECREST DR ATHENS  GA 30605-1423,325 PINECREST DR ATHENS  GA 30605-1423,(706) 546-6641,OTHER DIRECT SELLING ESTABLISH
130757,SPIDER GRILLS LLC,SPIDER GRILLS LLC,585 BARBER ST STE G ATHENS  GA 30601-2390,585 BARBER ST STE G ATHENS  GA 30601-2390,(404) 247-0512,OTHER DIRECT SELLING ESTABLISH
129478,SUNDOG TRADING,SUNDOG TRADING,515 KING AVE ATHENS  GA 30606-2971,515 KING AVE ATHENS  GA 30606-2971,(478) 394-3414,OTHER DIRECT SELLING ESTABLISH
131049,TBL DISTRIBUTORS LLC,TBL DISTRIBUTORS LLC,151 BEN BURTON CIR BOGART  GA 30622,PO BOX 509 JEFFERSON  GA 30549,(706) 215-2155,OTHER DIRECT SELLING ESTABLISH
76196,TERESA BRIDGES,TERESA'S GIFTS,180 HUNTERS CROSSING RD ATHENS  GA 30606-6500,180 HUNTERS CROSSING RD ATHENS  GA 30606-6500,(706) 548-1609,OTHER DIRECT SELLING ESTABLISH
131076,UNCOMMON GOURMET ASSOCIATES LLC,UNCOMMON GOURMET ASSOCIATES LLC,511 WOODHAVEN WAY ATHENS  GA 30606,511 WOODHAVEN WAY ATHENS  GA 30606,(404) 932-0232,OTHER DIRECT SELLING ESTABLISH
132473,UNIT 10 LLLP (220 COLLEGE AVE),UNIT 10 LLLP (220 COLLEGE AVE),220 W COLLEGE AVE ATHENS  GA 30601,4 S WALNUT ST #10 STATESBORO  GA 30458,(678) 896-0103,OTHER DIRECT SELLING ESTABLISH
132470,UNIT 10 LLLP (E WASHINGTON),UNIT 10 LLLP  (E WASHINGTON),104 E WASHINGTON ST ATHENS  GA 30601,4 S WALNUT ST #10 STATESBORO  GA 30458,(706) 850-1329,OTHER DIRECT SELLING ESTABLISH
128992,UZIMA CLEAN WATER MISSION LLC,UZIMA FILTERS,1101 OLD CREEK RD C-1 ATHENS  GA 30607,1101 OLD CREEK RD C-1 ATHENS  GA 30607,(404) 664-4766,OTHER DIRECT SELLING ESTABLISH
120287,VISION INCORPORATED,VISION INCORPORATED,3000 DANIELSVILLE RD ATHENS  GA 30601,3000 DANIELSVILLE RD ATHENS  GA 30601,(706) 209-9906,OTHER DIRECT SELLING ESTABLISH
74477,WATERMAN SPRING WATER,WATERMAN SPRING WATER,145 FRITZ MAR LN ATHENS  GA 30607-1166,PO BOX 412 LEXINGTON  GA 30648,(706) 369-1486,OTHER DIRECT SELLING ESTABLISH
132317,WIGOBSESSIONS,WIGOBSESSIONS,50 GAINES SCHOOL RD UNIT #9 ATHENS  GA 30605,50 GAINES SCHOOL RD UNIT #9 ATHENS  GA 30605,(706) 352-0517,OTHER DIRECT SELLING ESTABLISH
79264,CITY ELECTRIC SUPPLY,CITY ELECTRIC SUPPLY,545 OLYMPIC DR ATHENS  GA 30601,PO BOX 131811 DALLAS  TX 75313,(706) 208-0544,OTHER ELECTRONIC PARTS & EQUIP
95840,HOUSE ELECTRIC LLC,HOUSE ELECTRIC LLC,1045 BAXTER ST ATHENS  GA 30606,1045 BAXTER ST ATHENS  GA 30606,(706) 543-5280,OTHER ELECTRONIC PARTS & EQUIP
75011,TITLEBUCK OF ATHENS #1,TITLEBUCK OF ATHENS #1,1855 W BROAD ST ATHENS  GA 30606,15 BULL ST STE 200 SAVANNAH  GA 31401-2615,(706) 548-7884,OTHER FINANCIAL VEHICLES
125690,THE KROGER COMPANY,KROGER FUEL CENTER #428,1065 BAXTER ST ATHENS  GA 30605,PO BOX 305103 ATTN: LICENSE DEPT NASHVILLE  TN 37230,(706) 543-0209,OTHER GASOLINE STATIONS
78626,FLOWERS BAKING CO OF VILLA RIC,FLOWERS BAKING CO OF VILLA RIC,1455 N CHASE ST ATHENS  GA 30601,PO BOX 250 VILLA RICA  GA 30180,(706) 549-7222,OTHER GROCERY & RELATED PRODUC
133812,PEAUVIAN PRODUCTS DISTRIBUTORS LLC,PEAUVIAN PRODUCTS DISTRIBUTORS LLC,3020 LEXINGTON RD A ATHENS  GA 30605,3020 LEXINGTON RD A ATHENS  GA 30605,(706) 534-7042,OTHER GROCERY & RELATED PRODUC
101941,ARMOR CORRECTIONAL HEALTH SERVICES INC,ARMOR CORRECTIONAL HEALTH SERVICES INC,0ATHENS/CL CO ATHENS  GA 30601,4960 SW   72ND AVE SUITE 400 MIAMI  FL 33155,(305) 662-8522,OTHER HEALTH & PERSONAL CARE S
121503,ATHENS GA HOMECARE LLC,VISITING ANGELS,3700 ATLANTA HWY SUITE 40 ATHENS  GA 30606,3700 ATLANTA HWY SUITE 40 ATHENS  GA 30606,(678) 710-8238,OTHER HEALTH & PERSONAL CARE S
99224,ATHENS HEALING MASSAGE THERAPY INC,ATHENS HEALING MASSAGE THERAPY INC,465 HUNTINGTON RD STE 160 ATHENS  GA 30606,465 HUNTINGTON RD STE 160 ATHENS  GA 30606,(706) 296-3822,OTHER HEALTH & PERSONAL CARE S
119788,AUGUSTA PROSTHETICS AND ORTHOTICS INC,AOPI ORTHOTICS AND PROSTHETICS,1000 HAWTHORNE AVE SUITE I ATHENS  GA 30606,2068 WRIGHTSBORO RD AUGUSTA  GA 30904,(706) 850-5604,OTHER HEALTH & PERSONAL CARE S
76994,BET-TOWNSEND HEARING AID INC,BET-TOWNSEND HEARING AID INC,1650 W BROAD ST ATHENS  GA 30606-3550,1650 W BROAD ST ATHENS  GA 30606-3550,(706) 548-5245,OTHER HEALTH & PERSONAL CARE S
131035,BOMB BODY SCULPTING,BOMB BODY SCULPTING,2500 W BROAD ST BLDG 300 STE 309 ATHENS  GA 30606,2500 W BROAD ST BLDG 300 STE 309 ATHENS  GA 30606,(706) 201-9809,OTHER HEALTH & PERSONAL CARE S
132415,CELESTIAL HEALTHCARE SERVICES INC,CELESTIAL HEALTHCARE SERVICES,248 BOB WAGES RD BOGART  GA 30622,248 BOB WAGES RD BOGART  GA 30622,(678) 863-5537,OTHER HEALTH & PERSONAL CARE S
121068,CHALISES HEAVENLY INSPIRED LLC,CHALISES HEAVENLY INSPIRED LLC,216 BOWDEN LN ATHENS  GA 30606,216 BOWDEN LN ATHENS  GA 30606,(706) 549-9779,OTHER HEALTH & PERSONAL CARE S
133430,COASTAL HOME CARE LLC,HELP AT HOME,1075 GAINES SCHOOL RD ATHENS  GA 30605,1075 GAINES SCHOOL RD ATHENS  GA 30605,(706) 851-971,OTHER HEALTH & PERSONAL CARE S
122240,DIANA CALANO,ATHENS ARVIGO,120 GATEWOOD CIR ATHENS  GA 30607,120 GATEWOOD CIR ATHENS  GA 30607,(678) 923-6445,OTHER HEALTH & PERSONAL CARE S
96765,ED GLAUSER LPC,MIND BODY MEDICINE NETWORK LLC,115 ROCKY BRANCH RD ATHENS  GA 30605,115 ROCKY BRANCH RD ATHENS  GA 30605,(706) 202-3590,OTHER HEALTH & PERSONAL CARE S
94914,EMJ HEALTHCARE,BRIGHTSTAR HEALTHCARE,3021 ATLANTA HWY STE 106 ATHENS  GA 30605,175 LANGLEY DR STE D3 LAWRENCEVILLE  GA 30046-6952,(678) 377-6985,OTHER HEALTH & PERSONAL CARE S
123901,"ERICKSEN PERFORMANCE, NUTRITION AND DEVELOPMENT LLC","ERICKSEN PERFORMANCE, NUTRITION AND DEVELOPMENT LLC",130 TILLMAN LN ATHENS  GA 30606-4116,130 TILLMAN LN ATHENS  GA 30606-4116,(706) 207-6850,OTHER HEALTH & PERSONAL CARE S
80079,FRITZ ORTHOTICS AND PROSTHETIC,FRITZ ORTHOTICS AND PROSTHETIC,700 OGLETHORPE AVE STE B2 ATHENS  GA 30606-2221,700 OGLETHORPE AVE STE B2 ATHENS  GA 30606-2221,(706) 425-9000,OTHER HEALTH & PERSONAL CARE S
127380,GEORGIA HEARING AID FACTORY OUTLET,GEORGIA HEARING AID FACTORY OUTLET,3700 ATLANTA HWY SUITE 61 ATHENS  GA 30606,3700 ATLANTA HWY SUITE 61 ATHENS  GA 30606,(706) 888-6921,OTHER HEALTH & PERSONAL CARE S
121337,HEARING CONSULTANTS OF GEORGIA,HEARING CONSULTANTS OF GEORGIA,1000 HAWTHORNE AVE STE O ATHENS  GA 30606,1255 FRIENDSHIP RD SUITE 110 BRASELTON  GA 30517,(678) 710-3004,OTHER HEALTH & PERSONAL CARE S
96003,HEAVENLY SUNSHINE HEALTH SERVICES LLC,HEAVENLY SUNSHINE HEALTH SERVICES LLC,1137 CEDAR SHOALS DR BLDG 1 ATHENS  GA 30605,1137 CEDAR SHOALS DR BLDG 1 ATHENS  GA 30605,(706) 549-2289,OTHER HEALTH & PERSONAL CARE S
131193,HYDRALIVE HOLDINGS LC,HYDRALIVE THERAPY OF ATHENS,1737-A SOUTH LUMPKIN ST ATHENS  GA 30605,422 RIDGEMOOR PASS CANTON  GA 30115,(706) 850-5515,OTHER HEALTH & PERSONAL CARE S
113760,INNOVATIVE HEALTH CARE INSTITUTE LLC,INNOVATIVE HEALTH CARE INSTITUTE LLC,100 SEAGRAVES DR STE 1 ATHENS  GA 30605-2492,100 SEAGRAVES DR STE 1 ATHENS  GA 30605-2492,(706) 705-2033,OTHER HEALTH & PERSONAL CARE S
96843,JACK W PASCHAL P C,JACK W PASCHAL P C,460 MILLSTONE CIR ATHENS  GA 30605,460 MILLSTONE CIR ATHENS  GA 30605,(706) 227-3450,OTHER HEALTH & PERSONAL CARE S
126500,JIM DYSON MASSAGE LLC,JIM DYSON MASSAGE LLC,790 QUAILWOOD DR ATHENS  GA 30606,790 QUAILWOOD DR ATHENS  GA 30606,(706) 338-2178,OTHER HEALTH & PERSONAL CARE S
112283,KAYAKALP ACUPUNCTURE LLC,KAYAKALP ACUPUNCTURE LLC,485 HUNTINGTON RD SUITE 195 ATHENS  GA 30606,PO BOX 713 AUBURN  GA 30011,,OTHER HEALTH & PERSONAL CARE S
132666,KEY FIT NUTRITION,KEY FIT NUTRITION,3701 ATLANTA HWY UNIT 37 ATHENS  GA 30606,PO BOX 48736 ATHENS  GA 30604,(706) 247-4850,OTHER HEALTH & PERSONAL CARE S
124651,KRYSTAL ELLIOTT LMT,KRYSTAL ELLIOTT LMT,545 RESEARCH DR STE D ATHENS  GA 30605,148  BLAKE WAY ATHENS  GA 30605,(706) 338-0946,OTHER HEALTH & PERSONAL CARE S
127573,LAGOM COUNSELING SERVICES LLC,LAGOM COUNSELING SERVICES LLC,119 SYCAMORE DR ATHENS  GA 30606,119 SYCAMORE DR ATHENS  GA 30606,(706) 340-6944,OTHER HEALTH & PERSONAL CARE S
133421,LENE ON ME HOME HEALTHCARE SERVICES,LENE ON ME HOME HEALTHCARE SERVICES,157 CABIN CREEK RD ATHENS  GA 30605,157 CABIN CREEK RD ATHENS  GA 30605,(678) 993-4132,OTHER HEALTH & PERSONAL CARE S
